seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type,source_family,analysis_cohort,env_reward,mechanism,mechanism_param_name,mechanism_param_value,config_key,alpha,beta
1,DQN_RND,0.0005,0.99,9.329999923706056,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.329999923706056,368.884387899001,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
2,DQN_RND,0.0005,0.99,9.519999504089355,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.519999504089355,400.6800500330028,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
3,DQN_RND,0.0005,0.99,9.309999465942385,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,397.9115404760014,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
4,DQN_RND,0.0005,0.99,9.34999942779541,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,393.6169161189973,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
5,DQN_RND,0.0005,0.99,9.380000114440918,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,393.5950652289976,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
6,DQN_RND,0.0005,0.99,9.420000076293944,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,407.637392921999,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
7,DQN_RND,0.0005,0.99,9.449999809265137,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.449999809265137,407.6400273670006,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
8,DQN_RND,0.0005,0.99,9.460000038146973,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.460000038146973,392.860323091998,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
9,DQN_RND,0.0005,0.99,9.309999465942385,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,392.6959730629969,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b0.1,,0.1
0,DQN_RND,0.0005,0.99,9.359999656677246,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,435.3084102099965,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
1,DQN_RND,0.0005,0.99,9.329999923706056,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.329999923706056,434.6918251690004,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
2,DQN_RND,0.0005,0.99,9.519999504089355,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.519999504089355,410.4241932320001,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
3,DQN_RND,0.0005,0.99,9.309999465942385,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,408.2651805900023,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
4,DQN_RND,0.0005,0.99,9.34999942779541,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,398.1280924680032,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
5,DQN_RND,0.0005,0.99,9.380000114440918,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,396.2923207369968,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
6,DQN_RND,0.0005,0.99,9.420000076293944,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,387.385421207,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
7,DQN_RND,0.0005,0.99,9.449999809265137,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.449999809265137,387.3655013789976,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
8,DQN_RND,0.0005,0.99,9.460000038146973,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.460000038146973,399.0035260500008,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
9,DQN_RND,0.0005,0.99,9.309999465942385,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,399.2448816049946,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.0005_g0.99_b1.0,,1.0
0,DQN_RND,0.001,0.95,57.64999771118164,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,57.64999771118164,359.3955322309994,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
1,DQN_RND,0.001,0.95,71.58000183105469,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,71.58000183105469,356.9270956149994,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
2,DQN_RND,0.001,0.95,104.68999481201172,0.1700000017881393,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,104.68999481201172,358.7311108970007,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
3,DQN_RND,0.001,0.95,101.0199966430664,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,101.0199966430664,357.92860936800025,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
4,DQN_RND,0.001,0.95,127.04000091552734,0.1499999910593032,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,127.04000091552734,346.757035617,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
5,DQN_RND,0.001,0.95,53.46999740600586,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,53.46999740600586,341.2068233480004,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
6,DQN_RND,0.001,0.95,23.96999931335449,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,23.96999931335449,343.112406536,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
7,DQN_RND,0.001,0.95,49.55999755859375,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,49.55999755859375,344.0014462190011,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
8,DQN_RND,0.001,0.95,50.79999923706055,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,50.79999923706055,355.0248461700012,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
9,DQN_RND,0.001,0.95,93.0999984741211,0.0199999995529651,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,93.0999984741211,356.05053449300067,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.95_b0.1,,0.1
0,DQN_RND,0.001,0.95,53.79999923706055,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,53.79999923706055,342.4716105019997,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
1,DQN_RND,0.001,0.95,60.87999725341797,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,60.87999725341797,340.5555366969984,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
2,DQN_RND,0.001,0.95,140.5399932861328,0.4399999976158142,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,140.5399932861328,355.2708066760006,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
3,DQN_RND,0.001,0.95,62.21999740600586,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,62.21999740600586,353.3097116579993,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
4,DQN_RND,0.001,0.95,116.14999389648438,0.1199999973177909,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,116.14999389648438,350.23730777200035,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
5,DQN_RND,0.001,0.95,58.89999771118164,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,58.89999771118164,347.45682159600074,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
6,DQN_RND,0.001,0.95,43.63999938964844,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,43.63999938964844,353.51699828299934,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
7,DQN_RND,0.001,0.95,61.3599967956543,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,61.3599967956543,353.58558358499977,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
8,DQN_RND,0.001,0.95,49.43000030517578,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,49.43000030517578,354.27140710300046,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
9,DQN_RND,0.001,0.95,56.78999710083008,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,56.78999710083008,354.6199255270003,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.95_b1.0,,1.0
0,DQN_RND,0.001,0.99,60.18999862670898,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,60.18999862670898,390.0548151559997,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
1,DQN_RND,0.001,0.99,51.47999954223633,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,51.47999954223633,387.5807865120005,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
2,DQN_RND,0.001,0.99,44.75,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,44.75,358.26833578100195,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
3,DQN_RND,0.001,0.99,68.33000183105469,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,68.33000183105469,359.3621195849992,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
4,DQN_RND,0.001,0.99,88.44999694824219,0.0099999997764825,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,88.44999694824219,361.362724820996,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
5,DQN_RND,0.001,0.99,74.55999755859375,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,74.55999755859375,358.5291466569979,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
6,DQN_RND,0.001,0.99,56.369998931884766,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,56.369998931884766,352.573048304,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
7,DQN_RND,0.001,0.99,44.04999923706055,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,44.04999923706055,352.445251048,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
8,DQN_RND,0.001,0.99,74.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,74.0,360.527481644,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
9,DQN_RND,0.001,0.99,61.21999740600586,0.0099999997764825,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,61.21999740600586,360.861086142,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.001_g0.99_b0.1,,0.1
0,DQN_RND,0.001,0.99,56.27999877929688,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,56.27999877929688,359.77402397000003,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
1,DQN_RND,0.001,0.99,57.68000030517578,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,57.68000030517578,357.68493770299995,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
2,DQN_RND,0.001,0.99,37.14999771118164,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,37.14999771118164,360.522699524,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
3,DQN_RND,0.001,0.99,78.54999542236328,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,78.54999542236328,359.9882457210001,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
4,DQN_RND,0.001,0.99,46.369998931884766,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,46.369998931884766,360.0028770250001,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
5,DQN_RND,0.001,0.99,56.44999694824219,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,56.44999694824219,361.59947866900006,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
6,DQN_RND,0.001,0.99,62.66999816894531,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,62.66999816894531,362.4353932309998,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
7,DQN_RND,0.001,0.99,50.55999755859375,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,50.55999755859375,363.19459405600014,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
8,DQN_RND,0.001,0.99,76.86000061035156,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,76.86000061035156,362.6799722669998,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
9,DQN_RND,0.001,0.99,92.75,0.0099999997764825,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,92.75,364.61143056300034,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.001_g0.99_b1.0,,1.0
0,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,255.00871123100023,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
1,DQN_RND,0.01,0.95,149.67999267578125,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,149.67999267578125,358.55357839,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
2,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,332.4893469860003,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
3,DQN_RND,0.01,0.95,194.47999572753903,0.5299999713897705,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,194.47999572753903,369.6174526560003,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
4,DQN_RND,0.01,0.95,184.3000030517578,0.3700000047683716,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,184.3000030517578,380.4099264510001,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
5,DQN_RND,0.01,0.95,199.92999267578125,0.9699999690055848,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,199.92999267578125,376.585848796,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
6,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,324.92892258500024,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
7,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,255.58125190200008,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
8,DQN_RND,0.01,0.95,198.75999450683597,0.8700000047683716,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,198.75999450683597,246.80461095700048,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
9,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,318.01768359699963,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.95_b0.1,,0.1
0,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.5899908190004,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
1,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,324.96242574200005,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
2,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,249.59629152100024,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
3,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,214.4506530430008,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
4,DQN_RND,0.01,0.95,183.47000122070312,0.209999993443489,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,183.47000122070312,370.4263345520003,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
5,DQN_RND,0.01,0.95,199.97000122070312,0.9899999499320984,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,199.97000122070312,369.5413896440005,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
6,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.02411429600033,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
7,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,329.4651869930003,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
8,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.397837126,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
9,DQN_RND,0.01,0.95,200.0,1.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,367.9671823110002,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.95_b1.0,,1.0
0,DQN_RND,0.01,0.99,139.25,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,139.25,464.3195506310003,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
1,DQN_RND,0.01,0.99,186.4499969482422,0.0799999982118606,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,186.4499969482422,465.0054464210007,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
2,DQN_RND,0.01,0.99,175.38999938964844,0.0199999995529651,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,175.38999938964844,398.7405338399985,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
3,DQN_RND,0.01,0.99,101.75999450683594,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,101.75999450683594,394.1085490330006,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
4,DQN_RND,0.01,0.99,111.18999481201172,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,111.18999481201172,402.54704980399765,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
5,DQN_RND,0.01,0.99,162.87998962402344,0.0199999995529651,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,162.87998962402344,405.3276666070015,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
6,DQN_RND,0.01,0.99,150.7899932861328,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,150.7899932861328,394.3429913050022,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
7,DQN_RND,0.01,0.99,184.33999633789065,0.0099999997764825,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,184.33999633789065,393.6280976919989,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
8,DQN_RND,0.01,0.99,193.239990234375,0.429999977350235,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,193.239990234375,400.5276352559995,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
9,DQN_RND,0.01,0.99,135.14999389648438,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,135.14999389648438,400.6973749659992,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,0.1,dqn_rnd/cartpole_dense/lr0.01_g0.99_b0.1,,0.1
0,DQN_RND,0.01,0.99,131.9199981689453,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,131.9199981689453,390.3364693040021,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
1,DQN_RND,0.01,0.99,190.62998962402344,0.5899999737739563,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,190.62998962402344,392.93582601399976,cartpole,dense,dqn_rnd,cartpole,cartpole_dense,rnd,beta,1.0,dqn_rnd/cartpole_dense/lr0.01_g0.99_b1.0,,1.0
